date, pm25, pm10, o3, no2, so2, co
2017/5/13, 36, 7, 30, 17, , 
2017/5/14, 19, 9, 40, 22, , 
2017/5/15, 14, 13, 50, 35, , 
2017/5/16, 26, 18, 47, 35, , 
2017/5/17, 38, 26, 32, 33, , 
2017/5/18, 34, 19, 19, 28, , 
2017/5/19, 43, 11, 29, 15, , 
2017/5/20, 19, 13, 37, 23, , 
2017/5/21, 29, 17, 38, 21, , 
2017/5/22, 42, 23, 46, 31, , 
2017/5/23, 51, 18, 33, 18, , 
2017/5/24, 31, 20, 33, 25, , 
2017/5/25, 54, 13, 34, 22, , 
2017/5/26, 24, 14, 44, 24, , 
2017/5/27, 27, 23, 55, 35, , 
2017/5/28, 47, 29, 60, 35, , 
2017/5/29, 54, 28, 41, 30, , 
2017/5/30, 64, 17, 37, 13, , 
2017/5/31, 35, 22, 50, 32, , 
2017/6/1, 51, 26, 56, 35, , 
2017/6/2, 60, 25, 32, 21, , 
2017/6/3, 62, 10, 35, 14, , 
2017/6/4, 29, 14, , 17, , 
2017/6/5, 34, 15, 28, 20, , 
2017/6/6, 40, 10, 25, 11, , 
2017/6/7, 19, 14, 35, 18, , 
2017/6/8, 25, 20, 31, 32, , 
2017/6/9, 41, 13, 35, 21, , 
2017/6/10, 25, 18, 48, 29, , 
2017/6/11, 45, 21, 36, 22, , 
2017/6/12, 44, 21, 36, 18, , 
2017/6/13, 37, 23, 44, 28, , 
2017/6/14, 50, 18, 53, 26, , 
2017/6/15, 49, 14, 35, 13, , 
2017/6/16, 33, 19, 30, 19, , 
2017/6/17, 32, 16, 34, 22, , 
2017/6/18, 35, 17, 57, 35, , 
2017/6/19, 37, 29, 82, 43, , 
2017/6/20, 59, 31, 63, 30, , 
2017/6/21, 66, 34, 56, 41, , 
2017/6/22, 68, 27, 41, 16, , 
2017/6/23, 47, 13, 37, 17, , 
2017/6/24, 30, 14, 29, 30, , 
2017/6/25, 34, 11, 34, 19, , 
2017/6/26, 27, 21, 30, 26, , 
2017/6/27, 49, 15, 30, 19, , 
2017/6/28, 39, 14, 29, 23, , 
2017/6/29, 28, 11, 28, 16, , 
2017/6/30, 19, 10, 21, 16, , 
2017/1/2, 51, 17, , 21, , 
2017/1/3, 42, 8, , 17, , 
2017/1/4, 17, 14, , 24, , 
2017/1/5, 29, 19, , 28, , 
2017/1/6, 50, 36, , 33, , 
2017/1/7, 82, 34, , 24, , 
2017/1/8, 89, 48, , 23, , 
2017/1/9, 119, 24, , 29, , 
2017/1/10, 68, 19, , 31, , 
2017/1/11, 56, 20, , 23, , 
2017/1/12, 29, 7, , 17, , 
2017/1/13, 12, 14, , 20, , 
2017/1/14, 15, 13, , 20, , 
2017/1/15, 21, 25, , 31, , 
2017/1/16, 60, 14, , 24, , 
2017/1/17, 34, 24, , 22, , 
2017/1/18, 62, 27, , 32, , 
2017/1/19, 65, 38, , 51, , 
2017/1/20, 69, 42, , 41, , 
2017/1/21, 87, 66, , 52, , 
2017/1/22, 149, 71, , 44, , 
2017/1/23, 158, 44, , 29, , 
2017/1/24, 102, 24, , 19, , 
2017/1/25, 65, 31, , 24, , 
2017/1/26, 76, 45, , 42, , 
2017/1/27, 95, 55, , 38, , 
2017/1/28, 122, 71, , 45, , 
2017/1/29, 157, 58, , 39, , 
2017/1/30, 126, 18, , 23, , 
2017/1/31, 46, 21, , 26, , 
2017/2/1, 55, 44, , 29, , 
2017/2/2, 101, 32, , 33, , 
2017/2/3, 68, 13, , 27, , 
2017/2/4, 28, 10, , 20, , 
2017/2/5, 26, 26, , 29, , 
2017/2/6, 59, 35, , 23, , 
2017/2/7, 83, 43, , 21, , 
2017/2/8, 96, 36, , 18, , 
2017/2/9, 85, 53, , 22, , 
2017/2/10, 125, 54, , 24, , 
2017/2/11, 128, 39, , 17, , 
2017/2/12, 94, 30, , 21, , 
2017/2/13, 77, 42, , 36, , 
2017/2/14, 98, 64, , 39, , 
2017/2/15, 138, 61, , 40, , 
2017/2/16, 138, 26, , 26, , 
2017/2/17, 58, 27, , 34, , 
2017/2/18, 61, 33, , 27, , 
2017/2/19, 74, 21, , 18, , 
2017/2/20, 54, 7, , 23, , 
2017/2/21, 21, 5, , 13, , 
2017/2/22, 20, 12, , 10, , 
2017/2/23, 30, 8, , 19, , 
2017/2/24, 16, 22, , 29, , 
2017/2/25, 45, 16, , 29, , 
2017/2/26, 37, 8, , 13, , 
2017/2/27, 23, 3, , 16, , 
2017/2/28, 9, 8, , 17, , 
2017/3/1, 19, 14, , 17, , 
2017/3/2, 13, 26, , 40, , 
2017/3/3, 37, 27, , 34, , 
2017/3/4, 47, 5, , 12, , 
2017/3/5, 15, 10, , 18, , 
2017/3/6, 20, 11, , 18, , 
2017/3/7, 29, 19, , 23, , 
2017/3/8, 39, 18, , 28, , 
2017/3/9, 43, 13, , 25, , 
2017/3/10, 18, 19, , 34, , 
2017/3/11, 43, 13, , 25, , 
2017/3/12, 38, 27, , 31, , 
2017/3/13, 67, 38, , 36, , 
2017/3/14, 78, 43, , 33, , 
2017/3/15, 89, 48, , 37, , 
2017/3/16, 88, 42, , 33, , 
2017/3/17, 87, 7, , 11, , 
2017/3/18, 25, 7, , 20, , 
2017/3/19, 14, 13, , 16, , 
2017/3/20, 27, 11, , 24, , 
2017/3/21, 28, 21, , 29, , 
2017/3/22, 53, 22, , 26, , 
2017/3/23, 60, 26, , 17, , 
2017/3/24, 70, 17, , 17, , 
2017/3/25, 51, 12, , 22, , 
2017/3/26, 36, 13, , 33, , 
2017/3/27, 32, 25, , 35, , 
2017/3/28, 42, 17, , 23, , 
2017/3/29, 36, 16, , 31, , 
2017/3/30, 26, 25, , 35, , 
2017/3/31, 47, 36, , 37, , 
2016/10/1, 38, 9, 23, 17, , 
2016/10/2, 24, 11, 19, 15, , 
2016/10/3, 24, 16, 14, 30, , 
2016/10/4, 41, 9, 18, 25, , 
2016/10/5, 23, 10, 12, 23, , 
2016/10/6, 22, 8, 9, 20, , 
2016/10/7, 21, 9, 16, 20, , 
2016/10/8, 24, 10, 11, 21, , 
2016/10/9, 29, 14, 6, 24, , 
2016/10/10, 42, 17, 13, 24, , 
2016/10/11, 50, 17, 2, 21, , 
2016/10/12, 53, 10, 7, 17, , 
2016/10/13, 35, 15, 7, 22, , 
2016/10/14, 52, 19, 8, 23, , 
2016/10/15, 54, 21, 4, 31, , 
2016/10/16, 58, 38, 1, 21, , 
2016/10/17, 83, 19, 18, 24, , 
2016/10/18, 46, 11, 20, 19, , 
2016/10/19, 26, 11, 12, 26, , 
2016/10/20, 33, 23, 7, 26, , 
2016/10/21, 60, 19, 9, 19, , 
2016/10/22, 51, 21, 8, 22, , 
2016/10/23, 61, 20, 1, 21, , 
2016/10/24, 61, 14, 6, 23, , 
2016/10/25, 41, 28, 8, 28, , 
2016/10/26, 65, 34, 11, 24, , 
2016/10/27, 71, 27, 13, 24, , 
2016/10/28, 61, 21, 17, 32, , 
2016/10/29, 49, 24, 11, 26, , 
2016/10/30, 50, 20, 12, 31, , 
2016/10/31, 41, 35, 2, 21, , 
2016/11/1, 75, 14, 19, 27, , 
2016/11/2, 34, 23, 17, 22, , 
2016/11/3, 49, 37, 1, 23, , 
2016/11/4, 74, 31, 3, 27, , 
2016/11/5, 74, 14, 20, 17, , 
2016/11/6, 39, 21, 8, 18, , 
2016/11/7, 54, 18, 7, 26, , 
2016/11/8, 49, 15, 8, 24, , 
2016/11/9, 48, 10, 11, 25, , 
2016/11/10, 26, 23, 5, 21, , 
2016/11/11, 57, 29, 14, 21, , 
2016/11/12, 78, 28, 8, 20, , 
2016/11/13, 79, 22, 10, 28, , 
2016/11/14, 61, 29, 3, 25, , 
2016/11/15, 72, 14, 3, 17, , 
2016/11/16, 37, 12, 20, 17, , 
2016/11/17, 17, 10, 25, 18, , 
2016/11/18, 20, 14, 21, 45, , 
2016/11/19, 27, 9, 18, 20, , 
2016/11/20, 26, 20, 5, 27, , 
2016/11/21, 48, 32, 2, 34, , 
2016/11/22, 67, 34, 1, 38, , 
2016/11/23, 67, 27, 5, 24, , 
2016/11/24, 61, 18, 8, 19, , 
2016/11/25, 57, 32, 4, 20, , 
2016/11/26, 77, 18, 15, 21, , 
2016/11/27, 32, 14, 16, 25, , 
2016/11/28, 31, 16, 12, 23, , 
2016/11/29, 44, 36, 2, 36, , 
2016/11/30, 77, 33, 10, 31, , 
2016/12/1, 72, 23, 13, 37, , 
2016/12/2, 57, 22, 12, 35, , 
2016/12/3, 49, 24, 8, 32, , 
2016/12/4, 63, 44, 1, 48, , 
2016/12/5, 104, 33, 1, 30, , 
2016/12/6, 75, 28, 1, 28, , 
2016/12/7, 74, 27, , 28, , 
2016/12/8, 72, 35, , 25, , 
2016/12/9, 87, 54, 1, 30, , 
2016/12/10, 122, 23, 25, 35, , 
2016/12/11, 56, 26, 16, 22, , 
2016/12/12, 53, 33, 1, 23, , 
2016/12/13, 74, 51, 1, 24, , 
2016/12/14, 104, 26, 4, 23, , 
2016/12/15, 66, 27, 9, 20, , 
2016/12/16, 72, 43, 5, 37, , 
2016/12/17, 106, 43, 1, 21, , 
2016/12/18, 101, 30, 6, 24, , 
2016/12/19, 78, 25, 8, 24, , 
2016/12/20, 70, 47, 1, 25, , 
2016/12/21, 100, 22, 1, 23, , 
2016/12/22, 59, 24, 1, 23, , 
2016/12/23, 68, 10, 24, 17, , 
2016/12/24, 24, 16, 24, 10, , 
2016/12/25, 23, 7, 26, 12, , 
2016/12/26, 14, 23, 22, 22, , 
2016/12/27, 30, 28, 18, 23, , 
2016/12/28, 55, 30, 6, 31, , 
2016/12/29, 68, 35, 1, 25, , 
2016/12/30, 88, 23, 1, 21, , 
2016/12/31, 67, 57, 10, 21, , 
2017/1/1, 143, 16, , 20, , 
2016/7/1, 30, 12, 25, 26, , 
2016/7/2, 27, 10, 23, 21, , 
2016/7/3, 20, 16, 22, 23, , 
2016/7/4, 38, 13, 27, 22, , 
2016/7/5, 33, 12, 36, 18, , 
2016/7/6, 29, 21, 47, 29, , 
2016/7/7, 48, 22, 46, 35, , 
2016/7/8, 49, 13, 31, 15, , 
2016/7/9, 33, 17, 36, 25, , 
2016/7/10, 43, 18, 26, 28, , 
2016/7/11, 36, 17, 33, 21, , 
2016/7/12, 30, 13, 25, 20, , 
2016/7/13, 33, 14, 25, 18, , 
2016/7/14, 35, 13, 28, 16, , 
2016/7/15, 26, 15, 27, 25, , 
2016/7/16, 41, 10, 24, 20, , 
2016/7/17, 30, 12, 41, 23, , 
2016/7/18, 30, 22, 69, 33, , 
2016/7/19, 49, 25, 65, 36, , 
2016/7/20, 56, 22, 41, 27, , 
2016/7/21, 42, 30, 57, 31, , 
2016/7/22, 61, 18, 35, 18, , 
2016/7/23, 47, 22, 35, 21, , 
2016/7/24, 60, 29, 44, 23, , 
2016/7/25, 69, 18, 25, 22, , 
2016/7/26, 41, 22, 33, 20, , 
2016/7/27, 49, 16, 32, 23, , 
2016/7/28, 35, 18, 28, 17, , 
2016/7/29, 36, 14, 29, 18, , 
2016/7/30, 29, 14, 28, 23, , 
2016/7/31, 40, 12, 36, 23, , 
2016/8/1, 27, 17, 19, 21, , 
2016/8/2, 35, 17, 15, 18, , 
2016/8/3, 27, 22, 9, 18, , 
2016/8/4, 39, 17, 26, 14, , 
2016/8/5, 27, 13, 32, 17, , 
2016/8/6, 34, 17, 36, 51, , 
2016/8/7, 41, 19, 30, 23, , 
2016/8/8, 35, 17, 29, 17, , 
2016/8/9, 29, 16, 21, 17, , 
2016/8/10, 30, 13, 27, 20, , 
2016/8/11, 27, 16, 17, 17, , 
2016/8/12, 39, 14, 36, 18, , 
2016/8/13, 31, 21, 38, 26, , 
2016/8/14, 46, 20, 39, 23, , 
2016/8/15, 44, 19, 41, 19, , 
2016/8/16, 39, 23, 39, 19, , 
2016/8/17, 40, 23, 33, 34, , 
2016/8/18, 44, 23, 39, 23, , 
2016/8/19, 53, 16, 20, 16, , 
2016/8/20, 33, 12, 25, 12, , 
2016/8/21, 18, 14, 22, 18, , 
2016/8/22, 24, 16, 38, 29, , 
2016/8/23, 35, 21, 43, 31, , 
2016/8/24, 49, 23, 53, 38, , 
2016/8/25, 57, 28, 64, 43, , 
2016/8/26, 61, 29, 78, 43, , 
2016/8/27, 66, 27, 49, 35, , 
2016/8/28, 65, 20, 27, 23, , 
2016/8/29, 45, 13, 35, 17, , 
2016/8/30, 27, 16, 40, 30, , 
2016/8/31, 32, 24, 43, 37, , 
2016/9/1, 52, 22, 38, 30, , 
2016/9/2, 52, 18, 43, 29, , 
2016/9/3, 37, 17, 25, 25, , 
2016/9/4, 37, 14, 25, 15, , 
2016/9/5, 26, 17, 30, 28, , 
2016/9/6, 41, 14, 36, 24, , 
2016/9/7, 42, 25, 51, 37, , 
2016/9/8, 54, 31, 44, 36, , 
2016/9/9, 56, 28, 60, 36, , 
2016/9/10, 64, 20, 41, 51, , 
2016/9/11, 47, 25, 31, 31, , 
2016/9/12, 54, 28, , 48, , 
2016/9/13, 54, 39, 53, 41, , 
2016/9/14, 69, 36, 47, 42, , 
2016/9/15, 76, 14, 26, 17, , 
2016/9/16, 35, 14, 24, 19, , 
2016/9/17, 39, 18, 25, 20, , 
2016/9/18, 52, 16, 21, 26, , 
2016/9/19, 39, 23, 15, 19, , 
2016/9/20, 54, 16, 24, 22, , 
2016/9/21, 45, 22, 26, 31, , 
2016/9/22, 55, 22, 30, 34, , 
2016/9/23, 55, 31, 31, 45, , 
2016/9/24, 70, 28, 34, 28, , 
2016/9/25, 69, 18, 21, 21, , 
2016/9/26, 36, 22, 21, 27, , 
2016/9/27, 49, 24, 23, 30, , 
2016/9/28, 50, 18, 35, 31, , 
2016/9/29, 31, 18, 18, 28, , 
2016/9/30, 39, 13, 16, 25, , 
2016/4/1, 11, 25, 16, 33, , 
2016/4/2, 61, 25, 24, 32, , 
2016/4/3, 51, 24, 30, 31, , 
2016/4/4, 41, 25, 24, 37, , 
2016/4/5, 56, 14, 35, 25, , 
2016/4/6, 33, 10, 33, 18, , 
2016/4/8, 19, 18, 31, 27, , 
2016/4/9, 30, 26, 31, 18, , 
2016/4/10, 69, 15, 30, 25, , 
2016/4/11, 40, 19, 28, 24, , 
2016/4/12, 59, 23, 18, 29, , 
2016/4/13, 44, 20, 35, 28, , 
2016/4/14, 42, 9, 34, 29, , 
2016/4/15, 42, 4, 35, 15, , 
2016/4/17, 39, 12, 34, 29, , 
2016/4/18, 31, 20, 30, 51, , 
2016/4/19, 44, 17, 30, 29, , 
2016/4/20, 35, 16, 29, 29, , 
2016/4/21, 23, 29, 27, 35, , 
2016/4/22, 56, 15, 27, 19, , 
2016/4/23, 34, 9, 32, 18, , 
2016/4/24, 24, 10, 27, 18, , 
2016/4/25, 27, 6, 33, 19, , 
2016/4/26, 14, 10, 29, 15, , 
2016/4/27, 25, 11, 35, 22, , 
2016/4/28, 25, 17, 35, 36, , 
2016/4/29, 38, 20, 31, 40, , 
2016/4/30, 41, 16, 41, 15, , 
2016/5/1, 47, 19, 47, 29, , 
2016/5/2, 53, 20, 29, 32, , 
2016/5/3, 40, 15, 34, 30, , 
2016/5/4, 25, 13, 39, 21, , 
2016/5/5, 28, 19, 48, 35, , 
2016/5/6, 52, 17, 46, 30, , 
2016/5/7, 44, 11, 51, 25, , 
2016/5/8, 25, 14, 46, 22, , 
2016/5/9, 29, 29, 33, 28, , 
2016/5/10, 57, 26, 41, 27, , 
2016/5/11, 56, 21, 34, 19, , 
2016/5/12, 42, 21, 39, 35, , 
2016/5/13, 43, 18, 33, 38, , 
2016/5/14, 24, 12, 33, 13, , 
2016/5/15, 13, 13, 32, 15, , 
2016/5/16, 17, 12, 37, 25, , 
2016/5/17, 16, 18, 36, 24, , 
2016/5/18, 26, 12, 32, 26, , 
2016/5/19, 20, 16, 32, 24, , 
2016/5/20, 28, 14, 35, 18, , 
2016/5/21, 29, 16, 38, 31, , 
2016/5/22, 59, 6, 27, 15, , 
2016/5/23, 11, 19, 24, 15, , 
2016/5/24, 61, 31, 14, 21, , 
2016/5/25, 73, 19, 40, 20, , 
2016/5/26, 50, 9, 33, 25, , 
2016/5/27, 44, 17, 28, 25, , 
2016/5/28, 58, 14, 34, 22, , 
2016/5/29, 50, 6, 24, 19, , 
2016/5/30, 16, 11, 23, 16, , 
2016/5/31, 11, 16, 11, 23, , 
2016/6/1, 35, 16, 27, 21, , 
2016/6/2, 46, 18, 25, 20, , 
2016/6/3, 46, 15, 32, 22, , 
2016/6/4, 41, 20, 37, 23, , 
2016/6/5, 60, 20, 35, 27, , 
2016/6/6, 56, 20, 43, 31, , 
2016/6/7, 49, 23, 34, 29, , 
2016/6/8, 55, 19, 35, 22, , 
2016/6/9, 50, 19, 48, 28, , 
2016/6/10, 52, 19, 33, 30, , 
2016/6/11, 50, 26, 30, 24, , 
2016/6/12, 65, 8, 22, 22, , 
2016/6/13, 24, 14, 20, 28, , 
2016/6/14, 30, 11, 21, 16, , 
2016/6/15, 21, 18, 10, 22, , 
2016/6/16, 36, 12, 26, 23, , 
2016/6/17, 33, 12, 27, 18, , 
2016/6/18, 22, 11, 28, 14, , 
2016/6/19, 25, 16, 33, 23, , 
2016/6/20, 40, 12, 20, 17, , 
2016/6/21, 13, 13, 23, 23, , 
2016/6/22, 15, 17, 55, 29, , 
2016/6/23, 29, 30, 74, 35, , 
2016/6/24, 70, 15, 39, 25, , 
2016/6/25, 46, 11, 26, 17, , 
2016/6/26, 26, 13, 24, 17, , 
2016/6/27, 24, 12, 27, 20, , 
2016/6/28, 27, 10, 31, 18, , 
2016/6/29, 24, 17, 24, 25, , 
2016/6/30, 38, 14, 23, 16, , 
2016/1/4, 58, 11, 12, 20, , 
2016/1/5, 29, 12, 13, 26, , 
2016/1/6, 34, 15, 10, 22, , 
2016/1/7, 44, 19, 24, 31, , 
2016/1/8, 36, 33, 1, 32, , 
2016/1/9, 75, 19, 25, 25, , 
2016/1/10, 48, 8, 21, 31, , 
2016/1/11, 23, 7, 23, 25, , 
2016/1/12, 18, 7, 22, 20, , 
2016/1/13, 19, 15, 16, 25, , 
2016/1/14, 30, 10, 23, 20, , 
2016/1/15, 28, 16, 24, 21, , 
2016/1/16, 49, 10, 24, 21, , 
2016/1/17, 32, 23, 7, 34, , 
2016/1/18, 65, 30, 4, 28, , 
2016/1/19, 84, 35, 6, 28, , 
2016/1/20, 89, 48, 3, 35, , 
2016/1/21, 120, 41, 3, 30, , 
2016/1/22, 107, 33, 7, 37, , 
2016/1/23, 85, 26, 5, 28, , 
2016/1/24, 67, 36, 2, 51, , 
2016/1/25, 77, 36, 17, 42, , 
2016/1/26, 78, 14, 22, 18, , 
2016/1/27, 38, 20, 22, 32, , 
2016/1/28, 38, 22, 25, 38, , 
2016/1/29, 41, 9, 27, 16, , 
2016/1/30, 17, 9, 26, 21, , 
2016/1/31, 19, 11, 27, 16, , 
2016/2/1, 16, 8, 27, 11, , 
2016/2/2, 15, 13, 27, 21, , 
2016/2/3, 19, 12, 19, 24, , 
2016/2/4, 28, 19, 16, 30, , 
2016/2/5, 50, 17, 16, 26, , 
2016/2/6, 48, 16, 27, 32, , 
2016/2/7, 40, 7, 31, 10, , 
2016/2/8, 12, 9, 30, 17, , 
2016/2/9, 16, 7, 27, 17, , 
2016/2/10, 17, 12, 21, 20, , 
2016/2/11, 25, 18, 15, 32, , 
2016/2/12, 45, 25, 3, 28, , 
2016/2/13, 65, 6, 22, 22, , 
2016/2/14, 27, 16, 12, 19, , 
2016/2/15, 51, 16, 20, 22, , 
2016/2/16, 51, 20, 12, 26, , 
2016/2/17, 57, 26, 17, 26, , 
2016/2/18, 68, 31, 5, 33, , 
2016/2/19, 73, 17, 21, 31, , 
2016/2/20, 43, 3, 23, 8, , 
2016/2/21, 10, 8, 28, 11, , 
2016/2/22, 13, 9, 25, 21, , 
2016/2/23, 21, 14, 23, 29, , 
2016/2/24, 29, 21, 22, 37, , 
2016/2/25, 47, 24, 16, 29, , 
2016/2/26, 60, 24, 20, 24, , 
2016/2/27, 67, 32, 25, 20, , 
2016/2/28, 83, 33, 25, 15, , 
2016/2/29, 83, 30, 25, 23, , 
2016/3/1, 73, 13, 25, 22, , 
2016/3/2, 37, 11, 25, 21, , 
2016/3/3, 28, 22, 13, 28, , 
2016/3/4, 59, 14, 25, 31, , 
2016/3/5, 43, 14, 21, 48, , 
2016/3/6, 40, 13, 23, 20, , 
2016/3/7, 34, 27, 13, 28, , 
2016/3/8, 67, 32, 21, 24, , 
2016/3/9, 77, 41, 18, 40, , 
2016/3/10, 92, 39, 24, 30, , 
2016/3/11, 86, 25, 24, 21, , 
2016/3/12, 66, 18, 25, 12, , 
2016/3/13, 54, 20, 25, 20, , 
2016/3/14, 60, 24, 16, 33, , 
2016/3/15, 61, 19, 22, 18, , 
2016/3/16, 57, 25, 25, 32, , 
2016/3/17, 72, 46, 21, 33, , 
2016/3/18, 108, 23, 21, 21, , 
2016/3/19, 62, 17, 25, 20, , 
2016/3/20, 49, 18, 26, 25, , 
2016/3/21, 49, 25, 28, 21, , 
2016/3/22, 64, 13, 29, 25, , 
2016/3/23, 32, 22, 28, 24, , 
2016/3/24, 60, 28, 22, 19, , 
2016/3/25, 69, 21, 29, 25, , 
2016/3/26, 56, 22, 33, 31, , 
2016/3/27, 53, 8, 27, 18, , 
2016/3/28, 14, 9, 31, 16, , 
2016/3/29, 5, 15, 24, 26, , 
2016/3/30, 25, 17, 13, 31, , 
2016/3/31, 45, 6, 27, 21, , 
2015/10/1, 39, 21, , 40, , 
2015/10/2, 48, 24, , 30, , 
2015/10/3, 57, 30, , 26, , 
2015/10/4, 67, 19, , 29, , 
2015/10/5, 52, 17, , 28, , 
2015/10/6, 44, 13, , 25, , 
2015/10/7, 27, 18, , 22, , 
2015/10/8, 30, 20, , 27, , 
2015/10/9, 41, 26, , 22, , 
2015/10/10, 62, 22, , 15, , 
2015/10/11, 59, 24, , 20, , 
2015/10/12, 59, 41, , 29, , 
2015/10/13, 85, 20, , 23, , 
2015/10/14, 54, 15, , 19, , 
2015/10/15, 43, 10, , 35, , 
2015/10/16, 28, 28, , 22, , 
2015/10/17, 69, 32, , 26, , 
2015/10/18, 77, 34, , 23, , 
2015/10/19, 73, 29, , 25, , 
2015/10/20, 63, 28, , 30, , 
2015/10/21, 62, 18, , 27, , 
2015/10/22, 42, 23, , 33, , 
2015/10/23, 43, 31, , 35, , 
2015/10/24, 64, 32, , 25, , 
2015/10/25, 69, 28, , 26, , 
2015/10/26, 65, 39, , 28, , 
2015/10/27, 75, 35, , 21, , 
2015/10/28, 69, 34, , 29, , 
2015/10/29, 61, 33, , 24, , 
2015/10/30, 66, 42, , 24, , 
2015/10/31, 79, 44, , 23, , 
2015/11/1, 85, 34, , 25, , 
2015/11/2, 76, 39, , 29, , 
2015/11/3, 80, 27, , 25, , 
2015/11/4, 80, 40, , 40, , 
2015/11/5, 91, 34, , 31, , 
2015/11/6, 75, 17, , 46, , 
2015/11/7, 45, 25, , 32, , 
2015/11/8, 53, 23, , 27, , 
2015/11/9, 53, 5, , 15, , 
2015/11/10, 10, 8, , 23, , 
2015/11/11, 24, 36, , 32, , 
2015/11/12, 81, 28, , 30, , 
2015/11/13, 65, 13, , 23, , 
2015/11/14, 24, 13, , 14, , 
2015/11/15, 26, 20, , 32, , 
2015/11/16, 47, 13, , 17, , 
2015/11/17, 39, 15, , 19, , 
2015/11/18, 27, 14, , 21, , 
2015/11/19, 30, 8, , 30, , 
2015/11/20, 17, 10, , 22, , 
2015/11/21, 21, 10, , 22, , 
2015/11/22, 25, 15, , 27, , 
2015/11/23, 41, 25, , 28, , 
2015/11/24, 64, 13, , 22, , 
2015/11/25, 35, 17, , 28, , 
2015/11/26, 42, 25, , 26, , 
2015/11/27, 59, 14, , 38, , 
2015/11/28, 38, 9, , 13, , 
2015/11/29, 21, 8, , 19, , 
2015/11/30, 20, 7, , 18, , 
2015/12/1, 18, 16, , 24, , 
2015/12/2, 34, 26, , 26, , 
2015/12/3, 53, 26, , 31, , 
2015/12/4, 67, 20, , 29, , 
2015/12/5, 53, 17, , 21, , 
2015/12/6, 52, 35, , 46, , 
2015/12/7, 77, 33, , 35, , 
2015/12/8, 72, 19, , 38, , 
2015/12/9, 49, 28, , 31, , 
2015/12/10, 59, 19, , 43, , 
2015/12/11, 55, 11, , 26, , 
2015/12/12, 36, 11, , 18, , 
2015/12/13, 30, 30, , 29, , 
2015/12/14, 63, 45, , 34, , 
2015/12/15, 105, 41, , 39, , 
2015/12/16, 96, 27, , 45, , 
2015/12/17, 59, , , , , 
2015/12/21, 41, 11, , 24, , 
2015/12/22, 29, 22, , 25, , 
2015/12/23, 51, 25, , 24, , 
2015/12/24, 59, 11, , 14, , 
2015/12/25, 34, 18, , 21, , 
2015/12/26, 50, 25, , 25, , 
2015/12/27, 63, 29, , 29, , 
2015/12/28, 69, 36, , 31, , 
2015/12/29, 84, 36, , 26, , 
2015/12/30, 85, , , , , 
2016/1/3, 56, 20, 4, 32, , 
2015/7/1, 55, 29, , 53, , 
2015/7/2, 65, 42, , 58, , 
2015/7/3, 87, 39, , 65, , 
2015/7/4, 78, 35, , 41, , 
2015/7/5, 68, 11, , 28, , 
2015/7/6, 29, 21, , 42, , 
2015/7/7, 33, 12, , 16, , 
2015/7/8, 20, 13, , 16, , 
2015/7/9, 24, 14, , 26, , 
2015/7/10, 22, 16, , 40, , 
2015/7/11, 24, 22, , 38, , 
2015/7/12, 40, 13, , 19, , 
2015/7/13, 34, 10, , 20, , 
2015/7/14, 25, 10, , 26, , 
2015/7/15, 21, 18, , 32, , 
2015/7/16, 42, 30, , 54, , 
2015/7/17, 60, 25, , 28, , 
2015/7/18, 49, 16, , 21, , 
2015/7/19, 41, 16, , 22, , 
2015/7/20, 39, 14, , 29, , 
2015/7/21, 34, 28, , 29, , 
2015/7/22, 51, 15, , 27, , 
2015/7/23, 34, 21, , 38, , 
2015/7/24, 48, 13, , 16, , 
2015/7/25, 40, 11, , 18, , 
2015/7/26, 21, 11, , 14, , 
2015/7/27, 22, 13, , 18, , 
2015/7/28, 22, 16, , 17, , 
2015/7/29, 24, 17, , 23, , 
2015/7/30, 30, 18, , 21, , 
2015/7/31, 37, 12, , 22, , 
2015/8/1, 31, 19, , 34, , 
2015/8/2, 50, 23, , 46, , 
2015/8/3, 57, 27, , 45, , 
2015/8/4, 56, 15, , 30, , 
2015/8/5, 31, 23, , 48, , 
2015/8/6, 51, 29, , 54, , 
2015/8/7, 65, 26, , 23, , 
2015/8/8, 63, 16, , 12, , 
2015/8/9, 46, 23, , 24, , 
2015/8/10, 56, 16, , 21, , 
2015/8/11, 45, 23, , 29, , 
2015/8/12, 57, 27, , 32, , 
2015/8/13, 62, 18, , 25, , 
2015/8/14, 46, 15, , 34, , 
2015/8/15, 30, 8, , 16, , 
2015/8/16, 19, 8, , 18, , 
2015/8/17, 21, 10, , 20, , 
2015/8/18, 22, 14, , 26, , 
2015/8/19, 26, 19, , 30, , 
2015/8/20, 38, 23, , 35, , 
2015/8/21, 55, 21, , 35, , 
2015/8/22, 52, 23, , 17, , 
2015/8/23, 59, 15, , 20, , 
2015/8/24, 30, 9, , 17, , 
2015/8/25, 10, 14, , 28, , 
2015/8/26, 17, 27, , 56, , 
2015/8/27, 37, 14, , 30, , 
2015/8/28, 31, 17, , 35, , 
2015/8/29, 41, 23, , 46, , 
2015/8/30, 47, 32, , 53, , 
2015/8/31, 51, 24, , 35, , 
2015/9/1, 50, 19, , 39, , 
2015/9/2, 38, 19, , 40, , 
2015/9/3, 43, 12, , 34, , 
2015/9/4, 29, 18, , 23, , 
2015/9/5, 29, 11, , 16, , 
2015/9/6, 14, 25, , 25, , 
2015/9/7, 34, 19, , 23, , 
